payment_id,permit_id,citizen_id,amount_php,payment_method,status,transaction_date,reference_number
PAY-2026-7B640C33,PERMIT-2026-C7ED0B4F,CIT-000215,600.88,Debit Card,Completed,2025-12-02T09:20:11,REF2311775331266
PAY-2026-EC13CC51,PERMIT-2026-7CF8B6E1,CIT-000339,805.02,Maya,Completed,2025-10-18T00:52:40,REF1094101759025
PAY-2026-5E5DAFBB,PERMIT-2026-618D9DC7,CIT-000228,2696.24,Over-the-Counter,Completed,2026-02-03T01:15:59,REF1762983347743
PAY-2026-781D5704,PERMIT-2026-7A9C8C08,CIT-000413,6966.77,Maya,Completed,2026-04-26T18:56:46,REF3268319013020
PAY-2026-3A21A3CA,PERMIT-2026-E6FDF2FD,CIT-000013,3826.32,Debit Card,Failed,2026-06-06T10:52:30,REF5698152873397
PAY-2026-3EBF71AD,PERMIT-2026-7669A1A5,CIT-000473,7133.32,Credit Card,Completed,2026-05-18T01:57:33,REF8559821766191
PAY-2026-E4709887,PERMIT-2026-129B2F3E,CIT-000047,7056.94,GCash,Completed,2026-03-19T02:01:04,REF2841173098503
PAY-2026-7E7EB976,PERMIT-2026-129B2F3E,CIT-000047,307.38,Debit Card,Completed,2026-03-19T14:01:04,REF4465124189389
PAY-2026-04CF4A69,PERMIT-2026-8C7B9DBD,CIT-000419,1867.85,Maya,Completed,2025-12-18T03:04:25,REF8469081974005
PAY-2026-20252FCF,PERMIT-2026-F606FB86,CIT-000293,2697.99,Over-the-Counter,Completed,2025-11-24T19:19:34,REF6435023850371
PAY-2026-4A0DBE7F,PERMIT-2026-843F8217,CIT-000144,6449.89,Credit Card,Pending,2026-04-07T04:26:28,REF9905169918724
PAY-2026-A656B779,PERMIT-2026-8BC669AD,CIT-000484,1958.14,GCash,Completed,2025-10-28T04:34:12,REF0107835674300
PAY-2026-CE74F934,PERMIT-2026-D77BB5F9,CIT-000142,6684.82,Bank Transfer,Completed,2026-06-28T17:52:42,REF0389608706626
PAY-2026-50BE0AF3,PERMIT-2026-4D8CBAE0,CIT-000310,3390.72,Bank Transfer,Failed,2025-09-12T10:22:59,REF6821719553560
PAY-2026-DB6F51C9,PERMIT-2026-CD246CE7,CIT-000113,4020.25,Over-the-Counter,Completed,2026-04-18T18:16:19,REF3319036890030
PAY-2026-248BDBBA,PERMIT-2026-DCAE3F3B,CIT-000445,1507.28,Debit Card,Completed,2026-02-03T06:09:06,REF1027240559342
PAY-2026-564AF826,PERMIT-2026-5EFE5C21,CIT-000304,7729.4,Credit Card,Completed,2026-02-21T03:51:14,REF9671114837537
PAY-2026-09EAF9AD,PERMIT-2026-F419B8A4,CIT-000357,8490.03,Over-the-Counter,Completed,2026-01-23T09:55:46,REF4584384588105
PAY-2026-EA9E00E3,PERMIT-2026-08D1AC8D,CIT-000326,5289.82,Credit Card,Completed,2026-05-31T09:47:57,REF6974132834831
PAY-2026-43F96B3C,PERMIT-2026-837463DD,CIT-000353,6915.67,Over-the-Counter,Completed,2025-11-06T14:05:50,REF5203771070449
PAY-2026-F2E1E15A,PERMIT-2026-97E0E135,CIT-000116,5667.48,Credit Card,Completed,2026-01-10T20:03:26,REF6410496706670
PAY-2026-8938269E,PERMIT-2026-DD85F249,CIT-000487,294.18,GCash,Completed,2025-11-10T07:06:20,REF3362680408509
PAY-2026-6FD83CBC,PERMIT-2026-884CE8A6,CIT-000161,5475.15,Over-the-Counter,Completed,2026-06-19T12:51:52,REF5493059660186
PAY-2026-21D045EF,PERMIT-2026-5ACFE237,CIT-000236,7989.27,Credit Card,Pending,2026-01-10T13:58:50,REF4876998426732
PAY-2026-5482E4ED,PERMIT-2026-8D307F85,CIT-000134,3827.67,Credit Card,Completed,2026-04-27T06:47:19,REF0441384596094
PAY-2026-46C5425D,PERMIT-2026-0D53E6A8,CIT-000190,7406.61,Maya,Completed,2026-02-26T20:08:23,REF5449014954277
PAY-2026-2805342B,PERMIT-2026-5F31FE86,CIT-000163,7424.85,Bank Transfer,Completed,2026-03-15T03:12:53,REF0707057836091
PAY-2026-9D732EC1,PERMIT-2026-59B2D94D,CIT-000403,471.49,Bank Transfer,Completed,2026-03-02T04:36:05,REF4985172444723
PAY-2026-DEFE388B,PERMIT-2026-45B345C3,CIT-000193,2799.74,Over-the-Counter,Completed,2026-03-13T08:24:20,REF2290310287950
PAY-2026-A57122E4,PERMIT-2026-29DB225B,CIT-000208,8432.96,Credit Card,Completed,2025-12-16T06:29:14,REF8304405809351
PAY-2026-F7618B86,PERMIT-2026-91A9168C,CIT-000369,6147.97,Over-the-Counter,Completed,2026-03-12T06:32:37,REF1871813359561
PAY-2026-24073F3C,PERMIT-2026-4D8CBAE0,CIT-000310,4382.93,GCash,Completed,2025-09-11T03:22:59,REF6420595565749
PAY-2026-DD88A49B,PERMIT-2026-902B7981,CIT-000416,2870.34,Credit Card,Completed,2025-11-19T18:58:35,REF0250429019358
PAY-2026-AD5D83AF,PERMIT-2026-BE158009,CIT-000378,5509.76,Credit Card,Completed,2025-09-11T17:29:07,REF8953690261139
PAY-2026-4AADED61,PERMIT-2026-E0F896D2,CIT-000504,6731.17,Credit Card,Failed,2026-07-03T14:07:40,REF8986818097887
PAY-2026-5456B7F2,PERMIT-2026-2BA54E65,CIT-000218,8019.7,Credit Card,Completed,2026-03-05T13:05:40,REF5439435353751
PAY-2026-2FADF912,PERMIT-2026-808079FA,CIT-000310,522.5,Maya,Pending,2025-12-02T07:43:36,REF3765158815793
PAY-2026-E96A93E9,PERMIT-2026-843F8217,CIT-000144,5235.47,Credit Card,Completed,2026-04-05T20:26:28,REF7639283692944
PAY-2026-B79428C4,PERMIT-2026-598331E5,CIT-000231,6102.22,Maya,Completed,2025-09-18T21:46:55,REF5511668297327
PAY-2026-2D5E60AE,PERMIT-2026-2CCEC509,CIT-000229,6214.27,Debit Card,Completed,2026-03-29T17:05:27,REF0216487120602
PAY-2026-0404D24F,PERMIT-2026-C3F82137,CIT-000366,8154.52,Maya,Completed,2026-01-12T21:15:11,REF1288665268341
PAY-2026-3C61ACB7,PERMIT-2026-B3F63D74,CIT-000044,6270.93,Over-the-Counter,Completed,2026-03-21T10:33:58,REF5599910157676
PAY-2026-4430B19C,PERMIT-2026-DCFBB007,CIT-000493,4529.14,Debit Card,Completed,2025-10-08T02:41:00,REF4722981209957
PAY-2026-00CE97DC,PERMIT-2026-B3E9F097,CIT-000476,2597.1,Maya,Completed,2026-02-11T18:43:41,REF6572894134750
PAY-2026-6D7A87F3,PERMIT-2026-D5C6A240,CIT-000234,3956.11,Bank Transfer,Failed,2025-11-01T14:21:27,REF9889864565220
PAY-2026-A91FB636,PERMIT-2026-3C4866BF,CIT-000274,6268.87,Debit Card,Completed,2026-03-24T03:43:56,REF3684995154214
PAY-2026-D7BF2A32,PERMIT-2026-9EC33E17,CIT-000449,4372.12,Credit Card,Completed,2025-12-09T00:30:54,REF4773244913421
PAY-2026-B507FCB1,PERMIT-2026-E27CBA66,CIT-000199,6715.64,Maya,Completed,2026-05-13T01:01:15,REF3882090883070
PAY-2026-4C2D70B7,PERMIT-2026-F1576E2A,CIT-000102,2195.28,Debit Card,Completed,2026-01-10T08:25:11,REF5349678274117
PAY-2026-937FDB73,PERMIT-2026-9FB12D9E,CIT-000044,2323.33,Credit Card,Completed,2025-12-14T10:26:56,REF6741241513152
PAY-2026-21F872FD,PERMIT-2026-EB7EA367,CIT-000074,3561.0,Over-the-Counter,Refunded,2025-12-21T00:51:11,REF8547815061853
PAY-2026-42786896,PERMIT-2026-6055C3F5,CIT-000193,7510.03,Maya,Pending,2026-06-26T06:29:51,REF8003296334727
PAY-2026-A946987C,PERMIT-2026-71B6948E,CIT-000049,1542.54,Debit Card,Completed,2026-05-12T22:49:57,REF2742318306178
PAY-2026-FE1B7B17,PERMIT-2026-DC23A1B4,CIT-000452,993.31,GCash,Completed,2026-02-21T12:58:52,REF9320649693578
PAY-2026-FF429C86,PERMIT-2026-27CB4249,CIT-000227,1543.91,GCash,Completed,2026-06-13T20:20:03,REF2434776958741
PAY-2026-B664C6F8,PERMIT-2026-EF824D8E,CIT-000124,3108.97,Debit Card,Completed,2025-09-29T16:41:46,REF3146753612751
PAY-2026-6E4D1BDF,PERMIT-2026-410AB1F7,CIT-000498,2599.82,Credit Card,Pending,2026-03-24T01:00:39,REF5627796304483
PAY-2026-AC8542B4,PERMIT-2026-BF75031D,CIT-000502,5233.12,GCash,Refunded,2026-03-01T22:58:53,REF6085456676640
PAY-2026-A21DBB4C,PERMIT-2026-AFABCC50,CIT-000324,6318.55,Credit Card,Failed,2026-02-14T08:52:10,REF4735047639283
PAY-2026-EA3E54E2,PERMIT-2026-D7E4802D,CIT-000342,3905.44,Debit Card,Completed,2026-03-30T21:52:46,REF1995298006155
PAY-2026-E435B1A2,PERMIT-2026-28E8D91F,CIT-000166,1273.96,Maya,Completed,2025-09-15T01:09:00,REF8108358328634
PAY-2026-6E14A16D,PERMIT-2026-A36AB7F3,CIT-000186,1421.34,GCash,Completed,2026-02-04T17:55:21,REF2556383000818
PAY-2026-CDD7C8D9,PERMIT-2026-FBA1A2D2,CIT-000240,5572.53,Debit Card,Completed,2026-01-24T06:32:09,REF6702440330416
PAY-2026-6CA5360B,PERMIT-2026-07A85C20,CIT-000100,6183.15,Credit Card,Failed,2026-03-01T15:52:23,REF6241118600892
PAY-2026-36B8E623,PERMIT-2026-BB9E0490,CIT-000480,2632.86,Credit Card,Completed,2025-12-24T22:22:01,REF1963945680447
PAY-2026-1AD78E12,PERMIT-2026-C69E807C,CIT-000276,4991.57,Debit Card,Completed,2026-05-13T16:15:42,REF3149764613684
PAY-2026-9FCE28F4,PERMIT-2026-129B2F3E,CIT-000047,6473.46,Maya,Completed,2026-03-19T03:01:04,REF7488360765817
PAY-2026-019DA08D,PERMIT-2026-A5186709,CIT-000297,4484.78,Over-the-Counter,Pending,2026-05-19T03:01:17,REF3906375791452
PAY-2026-CD5FF9B8,PERMIT-2026-8D307F85,CIT-000134,3050.34,Maya,Completed,2026-04-27T08:47:19,REF1182379312697
PAY-2026-504B0153,PERMIT-2026-F419B8A4,CIT-000357,3814.95,Maya,Completed,2026-01-24T11:55:46,REF8930746452059
PAY-2026-AEFA2136,PERMIT-2026-DDD2D167,CIT-000344,6441.46,Maya,Completed,2025-10-05T16:24:03,REF9604387875357
PAY-2026-49900F2B,PERMIT-2026-D4F5F55F,CIT-000207,1877.14,Over-the-Counter,Completed,2026-03-04T06:06:42,REF7881161620281
PAY-2026-733D1C38,PERMIT-2026-84F3B860,CIT-000298,7686.22,Over-the-Counter,Completed,2025-11-01T00:01:15,REF2371067287286
PAY-2026-78759603,PERMIT-2026-B3E9F097,CIT-000476,4227.86,GCash,Completed,2026-02-10T06:43:41,REF6041644859592
PAY-2026-D55C50B1,PERMIT-2026-49455D7D,CIT-000435,3711.3,Debit Card,Completed,2026-06-18T13:30:56,REF2483958947735
PAY-2026-0B280F53,PERMIT-2026-71B6948E,CIT-000049,7815.26,Bank Transfer,Completed,2026-05-13T16:49:57,REF2287056227104
PAY-2026-14ED1621,PERMIT-2026-BE3547C5,CIT-000240,7572.15,Debit Card,Completed,2025-11-26T03:21:29,REF3318751097921
PAY-2026-98161BE4,PERMIT-2026-BA830FBA,CIT-000390,6259.14,GCash,Failed,2026-06-15T19:54:58,REF5835034469459
PAY-2026-78529C70,PERMIT-2026-C3F82137,CIT-000366,6774.22,Bank Transfer,Completed,2026-01-14T16:15:11,REF6488319213424
PAY-2026-29055B07,PERMIT-2026-53093E74,CIT-000180,2950.07,Debit Card,Completed,2025-11-24T02:30:48,REF9128965999497
PAY-2026-809A0200,PERMIT-2026-5D4A0751,CIT-000263,6638.33,Bank Transfer,Completed,2026-06-29T16:15:59,REF3203319222705
PAY-2026-F43CE9FE,PERMIT-2026-218AFDF1,CIT-000494,988.66,Bank Transfer,Completed,2025-11-14T18:57:17,REF1028767548138
PAY-2026-CAE82E78,PERMIT-2026-09B5C69C,CIT-000446,7175.95,Bank Transfer,Completed,2026-03-04T03:01:15,REF6667548581932
PAY-2026-5386FED7,PERMIT-2026-68FBFCC5,CIT-000421,5387.83,Maya,Completed,2025-09-18T19:22:10,REF4268774186520
PAY-2026-73BF4711,PERMIT-2026-BF4ABCD1,CIT-000498,5772.45,Credit Card,Completed,2025-09-19T20:55:44,REF5756398365203
PAY-2026-74A6B71B,PERMIT-2026-847DAB16,CIT-000345,6275.23,Credit Card,Completed,2026-01-30T21:07:30,REF7583094515480
PAY-2026-6E095DBF,PERMIT-2026-EA645B25,CIT-000482,7307.26,Bank Transfer,Completed,2025-11-19T07:49:36,REF9404760440907
PAY-2026-E8EF49C8,PERMIT-2026-D77BB5F9,CIT-000142,4247.27,Over-the-Counter,Completed,2026-06-27T18:52:42,REF9772781050922
PAY-2026-7F476FC3,PERMIT-2026-E3229316,CIT-000001,3641.63,Credit Card,Completed,2026-06-29T12:37:58,REF2161070518439
PAY-2026-34B3CFC0,PERMIT-2026-E6FDF2FD,CIT-000013,3061.68,Over-the-Counter,Completed,2026-06-06T06:52:30,REF0552958066013
PAY-2026-218DFC86,PERMIT-2026-CF542ABF,CIT-000302,7169.78,Credit Card,Completed,2025-10-03T10:51:56,REF8241270493862
PAY-2026-6AE8E165,PERMIT-2026-423B108C,CIT-000517,3424.95,Credit Card,Completed,2025-09-22T10:02:56,REF0448515791971
PAY-2026-67B30F46,PERMIT-2026-D4E398CA,CIT-000220,1978.07,Credit Card,Completed,2025-12-29T06:30:18,REF1121259020357
PAY-2026-1D4462E0,PERMIT-2026-048BDD01,CIT-000469,2215.76,Debit Card,Completed,2026-02-05T15:29:41,REF1343240642429
PAY-2026-1916AA12,PERMIT-2026-11917F42,CIT-000455,5666.12,Credit Card,Completed,2026-06-23T08:31:08,REF5633432447417
PAY-2026-BFD76BEA,PERMIT-2026-C42A23D1,CIT-000403,7165.01,Debit Card,Completed,2026-05-22T19:12:18,REF5955872096289
PAY-2026-7536DCD1,PERMIT-2026-E6FDF2FD,CIT-000013,2579.27,Over-the-Counter,Completed,2026-06-04T15:52:30,REF3654358841834
PAY-2026-4F7456B6,PERMIT-2026-D7E4802D,CIT-000342,4844.85,Credit Card,Completed,2026-03-29T08:52:46,REF3740182727955
PAY-2026-5FA8FEAD,PERMIT-2026-09B5C69C,CIT-000446,3418.01,Debit Card,Completed,2026-03-04T17:01:15,REF9690515026755
PAY-2026-E35C60FD,PERMIT-2026-189584D2,CIT-000474,2390.45,Bank Transfer,Completed,2026-06-11T09:08:20,REF1254278207979
PAY-2026-06AFA3E0,PERMIT-2026-AFABCC50,CIT-000324,3887.76,Maya,Completed,2026-02-14T23:52:10,REF9667345957640
PAY-2026-5BCD89B8,PERMIT-2026-FAE4B220,CIT-000105,1871.78,Bank Transfer,Completed,2025-11-29T01:35:52,REF3816649690282
PAY-2026-37A6D833,PERMIT-2026-516AA3F9,CIT-000173,5201.43,GCash,Failed,2026-06-27T00:04:24,REF4983922501425
PAY-2026-398083BC,PERMIT-2026-7669A1A5,CIT-000473,903.61,Bank Transfer,Completed,2026-05-17T18:57:33,REF7627023244123
PAY-2026-AC615AAF,PERMIT-2026-91A9168C,CIT-000369,679.93,GCash,Completed,2026-03-12T07:32:37,REF3613285072517
PAY-2026-7069A2E7,PERMIT-2026-D5C6A240,CIT-000234,1806.97,Maya,Completed,2025-11-02T10:21:27,REF8637673162526
PAY-2026-212EAB08,PERMIT-2026-BCDEEED5,CIT-000337,2064.94,Maya,Pending,2025-09-16T11:07:09,REF5469681579039
PAY-2026-49EC380A,PERMIT-2026-9AEB4F7B,CIT-000109,1950.39,Bank Transfer,Completed,2026-01-13T03:45:11,REF2355580996132
PAY-2026-EEA92B11,PERMIT-2026-829FDECE,CIT-000211,7209.77,Over-the-Counter,Completed,2026-04-05T08:23:23,REF7303461562624
PAY-2026-87F18697,PERMIT-2026-2713DE4C,CIT-000362,503.08,Credit Card,Completed,2026-02-02T21:14:23,REF4670462268171
PAY-2026-C125ABC2,PERMIT-2026-E27CBA66,CIT-000199,6599.64,Maya,Completed,2026-05-13T13:01:15,REF5160252986707
PAY-2026-CF6D60EC,PERMIT-2026-8ED21074,CIT-000278,5621.55,Maya,Completed,2025-09-30T00:56:51,REF6604641978575
PAY-2026-BBC798B2,PERMIT-2026-EE0A9D1F,CIT-000146,789.0,Over-the-Counter,Completed,2026-06-02T20:13:17,REF8512686120594
PAY-2026-59010EBE,PERMIT-2026-BE158009,CIT-000378,273.09,Over-the-Counter,Completed,2025-09-11T14:29:07,REF3897607401775
PAY-2026-19A21C2F,PERMIT-2026-5C31365A,CIT-000295,6294.54,Debit Card,Completed,2026-02-21T12:35:07,REF0954654084245
PAY-2026-7700C5EC,PERMIT-2026-57D30B1E,CIT-000361,3700.03,Bank Transfer,Completed,2026-02-19T16:57:17,REF6075409150863
PAY-2026-9F20ECAF,PERMIT-2026-F419B8A4,CIT-000357,1842.27,Credit Card,Failed,2026-01-24T09:55:46,REF2181227645793
PAY-2026-B36D3153,PERMIT-2026-97C00464,CIT-000308,2581.84,GCash,Completed,2026-04-28T13:40:05,REF8970155029168
PAY-2026-8AD6F409,PERMIT-2026-0F94FADE,CIT-000232,2475.96,Credit Card,Pending,2026-06-04T16:13:09,REF1546602416139
PAY-2026-374B0863,PERMIT-2026-D7E0E389,CIT-000310,3343.11,Debit Card,Completed,2026-06-03T05:38:01,REF4498830597364
PAY-2026-687FFF8A,PERMIT-2026-7A9C8C08,CIT-000413,6116.73,Debit Card,Completed,2026-04-26T06:56:46,REF2480962440630
PAY-2026-C79E8096,PERMIT-2026-BE842980,CIT-000340,6589.57,Debit Card,Completed,2026-03-14T20:39:08,REF6244795133053
PAY-2026-6D3036E9,PERMIT-2026-4D8CBAE0,CIT-000310,2743.59,Maya,Completed,2025-09-12T16:22:59,REF1949796958678
PAY-2026-DFA144A7,PERMIT-2026-70B6A266,CIT-000226,4833.39,Maya,Pending,2025-12-19T19:18:39,REF0555572773826
PAY-2026-A2B2D530,PERMIT-2026-423B108C,CIT-000517,2237.24,Maya,Completed,2025-09-22T07:02:56,REF4609178513854
PAY-2026-7108C423,PERMIT-2026-CD912050,CIT-000384,6187.32,Over-the-Counter,Completed,2026-03-19T15:50:16,REF4577029929596
PAY-2026-ECB49742,PERMIT-2026-74693C03,CIT-000183,2254.4,Credit Card,Completed,2026-03-13T18:58:33,REF6048736826911
PAY-2026-D02014F0,PERMIT-2026-3CC0DDB6,CIT-000424,2834.05,Over-the-Counter,Completed,2026-03-31T06:12:51,REF6331942268653
PAY-2026-DD1EA68A,PERMIT-2026-06B6A4FE,CIT-000182,5914.82,Over-the-Counter,Completed,2026-06-01T05:59:56,REF6945515888636
PAY-2026-9390922A,PERMIT-2026-94806B41,CIT-000216,8161.62,Maya,Completed,2026-06-20T19:01:32,REF7747226408572
PAY-2026-F1BEE8BD,PERMIT-2026-BC5CB3E5,CIT-000066,4782.64,Bank Transfer,Refunded,2026-01-20T15:14:39,REF1696663093299
PAY-2026-3A7A3523,PERMIT-2026-FADA6345,CIT-000140,3704.61,GCash,Completed,2026-01-20T05:23:49,REF8199605932971
PAY-2026-162494C7,PERMIT-2026-829FDECE,CIT-000211,4491.49,GCash,Completed,2026-04-05T16:23:23,REF5096883275327
PAY-2026-59BCDBF3,PERMIT-2026-49DFE9CB,CIT-000010,476.17,Debit Card,Completed,2026-03-21T19:37:58,REF3524103977397
PAY-2026-8DF30B79,PERMIT-2026-92DF4870,CIT-000515,1317.88,Over-the-Counter,Completed,2025-12-30T02:30:36,REF3278195237100
PAY-2026-1E04B99A,PERMIT-2026-F045C09E,CIT-000340,1131.82,Credit Card,Completed,2026-01-27T07:02:12,REF6876164819807
PAY-2026-5D5A8FC0,PERMIT-2026-E1D4052B,CIT-000115,2841.92,Credit Card,Completed,2025-10-09T23:42:09,REF7046056876112
PAY-2026-2F9F32D2,PERMIT-2026-05143C78,CIT-000452,2573.14,Bank Transfer,Completed,2026-05-27T10:29:12,REF4912565237341
PAY-2026-1C4FE77B,PERMIT-2026-42D6288F,CIT-000064,5197.72,Debit Card,Completed,2026-02-21T19:23:18,REF5177345475749
PAY-2026-720A0BEA,PERMIT-2026-049197C3,CIT-000185,6163.09,Maya,Completed,2026-02-19T02:27:48,REF4902284035954
PAY-2026-E393A77A,PERMIT-2026-97A6E828,CIT-000040,2802.7,Maya,Completed,2025-10-26T18:22:18,REF4294774222946
PAY-2026-B3D33F58,PERMIT-2026-48356ED3,CIT-000135,2753.87,Maya,Completed,2026-04-20T01:51:59,REF4303942904588
PAY-2026-EA374343,PERMIT-2026-3BE125BE,CIT-000062,3979.26,GCash,Completed,2025-10-03T01:18:06,REF6792529858567
PAY-2026-498F53B3,PERMIT-2026-B941CFC7,CIT-000210,1456.38,Credit Card,Completed,2025-12-10T18:43:38,REF2872760153433
PAY-2026-B75D2D22,PERMIT-2026-D9635099,CIT-000181,5400.66,Maya,Completed,2025-11-09T17:14:56,REF2491357790833
